,Αριθμός Ταυτότητας,Ημερομηνία Έκδοσης,Όνομα,Given Name,Επώνυμο,Surname,Πατρώνυμο,Mητέρας Όνομα,Επίθετο Μητέρας,Ημερομηνία Γέννησης,Καταγωγή,Ύψος,Δημότης,Αρχή Έκδοσης Δελτίου
106,A0042991,17/08/2018,Ξανθίππη,Ksanthippe,Καλομοίρη,Kalomoire,Αριστοφάνης,Ειρήνη,Πατσουρέα,23/03/1940,Χανιά Πολύγυρος,-,Χίος 05906/4,Υ.Α. Πολύγυρος Χανιά
107,HA9999362,07/05/2013,Ησαΐας,EsaIas,Πισχινάς,Piskhinas,Ραφαήλ,Ιουλία,Κουφάκη,27/09/1949,Ξάνθη Ηγουμενίτσα,-,Γρεβενά 39972/7,Υ.Α. Ηγουμενίτσα Ξάνθη
108,KB7433328,31/10/2019,Αλεξάνδρα,Alexandra,Κατσαφάδου,Katsaphadou,Θρασύβουλος,Δροσιά,Τζάγκα,06/10/1952,Θεσσαλονίκη Ηγουμενίτσα,-,Πρέβεζα 80155/3,Υ.Α. Ηγουμενίτσα Θεσσαλονίκη
109,AY6137845,29/06/2017,Δίκαιος,Dikaios,Δίγκας,Digkas,Ναπολέων,Βαλεντίνα,Σκαφτούρου,24/04/1960,Ζάκυνθος Κομοτηνή,-,Φλώρινα 65298/6,Υ.Α. Κομοτηνή Ζάκυνθος
110,X5603748,02/04/2012,Νέαρχος,Nearkhos,Φειδερόπουλος,Pheideropoulos,Προκόπιος,Αρτεμισία,Χορτάτου,24/11/1928,Κέρκυρα Πάτρα,-,Μεσολόγγι 27454/4,Υ.Α. Πάτρα Κέρκυρα
111,H9180100,10/10/2016,Χριστιάν,Khristian,Βαλτάς,Baltas,Δανιήλ,Ίρις,Δημτσούδη,23/03/1968,Κοζάνη Σάμος,-,Σάμος 80609/3,Υ.Α. Σάμος Κοζάνη
112,K5825131,11/08/2010,Ρέα,Rea,Ναούμ,Naoum,Χριστιάν,Κομνηνή,Αραπάκη,06/08/1960,Φλώρινα Κομοτηνή,-,Μεσολόγγι 86827/3,Υ.Α. Κομοτηνή Φλώρινα
113,XO3004219,22/05/2019,Παντελεήμων,Panteleemon,Κωστούλας,Kostoulas,Απόλλων,Κασσάνδρα,Μηλιάκη,12/12/1988,Ηράκλειο Λευκάδα,-,Κοζάνη 04314/3,Υ.Α. Λευκάδα Ηράκλειο
114,HZ3935567,04/04/2013,Ποθητή,Pothete,Παυλή,Paule,Ερρίκος,Κυπριανή,Μυτάρη,08/04/1955,Ημαθία Πύργος,-,Πρέβεζα 50641/8,Υ.Α. Πύργος Ημαθία
115,ZA2569990,18/06/2010,Αίας,Aias,Ευαγγελινός,Euaggelinos,Στέργιος,Κρυσταλλένια,Παπανδρέου,01/04/2009,Ξάνθη Καβάλα,-,Πάτρα 00736/1,Υ.Α. Καβάλα Ξάνθη
116,KZ0711517,07/08/2013,Σεμίνα,Semina,Καραντάνα,Karantana,Ματθαίος,Βαρσαμία,Μαλλή,17/07/1922,Ημαθία Λάρισα,-,Μεσολόγγι 34218/1,Υ.Α. Λάρισα Ημαθία
117,Y3749466,14/01/2010,Σαββούλα,Sabboula,Χατζή,Khatze,Μιχάλης,Ανατολή,Κολαΐτου,29/07/1936,Βοιωτία Καβάλα,-,Αργοστόλι 17634/2,Υ.Α. Καβάλα Βοιωτία
118,MA4244371,03/07/2018,Ανδρομάχη,Andromakhe,Λυμαξή,Lumaxe,Δράκων,Περικλεία,Μενγκ,14/06/1948,Δράμα Τρίπολη,-,Σάμος 64703/9,Υ.Α. Τρίπολη Δράμα
119,XE4248968,13/11/2012,Δημούλα,Demoula,Λογκάκη,Logkake,Κλέαρχος,Αλκινόη,Πουρνάρα,08/08/1943,Κεφαλληνία Σέρρες,-,Ερμούπολη 83000/1,Υ.Α. Σέρρες Κεφαλληνία
120,AT9092514,24/04/2019,Βαλάντω,Balanto,Γαβριήλ,Gabriel,Σωκράτης,Ήρα,Πετσιά,08/08/2000,Αργολίδα Σέρρες,-,Άμφισσα 95147/1,Υ.Α. Σέρρες Αργολίδα
121,HM2839997,13/03/2017,Θεόφραστος,Theophrastos,Μάνδαλος,Mandalos,Θωμάς,Φιλομήλα,Χατζηβλασίου,23/08/1982,Λασσίθι Καλαμάτα,-,Λάρισα 14207/2,Υ.Α. Καλαμάτα Λασσίθι
122,M9017694,22/05/2007,Ματρώνη,Matrone,Φρονιμάκη,Phronimake,Μενέλαος,Μελπομένη,Πέτρου,29/08/1999,Ξάνθη Σπάρτη,-,Χαλκίδα 50407/2,Υ.Α. Σπάρτη Ξάνθη
123,K0005598,11/04/2017,Καλλιόπη,Kalliope,Πατινιωτάκη,Patiniotake,Ξανθός,Δούκισσα,Παπουτσοπούλου,22/01/1941,Δωδεκάνησσος Ερμούπολη,-,Λιβαδιά 13242/6,Υ.Α. Ερμούπολη Δωδεκάνησσος
124,XP6310229,17/06/2011,Πηνελόπη,Penelope,Πάντου,Pantou,Αριστοφάνης,Διονυσία,Μηλιάδου,09/09/1971,Καστοριά Λάρισα,-,Ηγουμενίτσα 82692/2,Υ.Α. Λάρισα Καστοριά
125,XM0077024,08/09/2006,Δαβιδούλα,Dabidoula,Νικολάου,Nikolaou,Σταύρος,Αταλάντη,Καρυδά,23/03/1947,Κοζάνη Βέροια,-,Μυτιλήνη 79355/6,Υ.Α. Βέροια Κοζάνη
126,YN5005555,24/01/2016,Βασιλική,Basilike,Δαματοπούλου,Damatopoulou,Πολύβιος,Ρουμπίνη,Γκόβα,05/11/1959,Άρτα Ηγουμενίτσα,-,Καρδίτσα 02688/2,Υ.Α. Ηγουμενίτσα Άρτα
127,X0203681,14/06/2012,Καρυοφυλλιά,Karuophullia,Κατσιγιάννη,Katsigianne,Δανιήλ,Ρόζα,Μαράκη,15/01/1972,Χαλκιδική Ρέθυμνο,-,Άμφισσα 51801/3,Υ.Α. Ρέθυμνο Χαλκιδική
128,MN5861798,29/07/2016,Δομήνικος,Domenikos,Χαρμπίλας,Kharmpilas,Βαρθολομαίος,Ροδόκλεια,Ζυγούρη,19/12/1934,Λάρισσα Ηράκλειο,-,Άμφισσα 13691/1,Υ.Α. Ηράκλειο Λάρισσα
129,X8313144,16/01/2011,Βρασίδας,Brasidas,Γουργουλής,Gourgoules,Ευάγγελος,Χριστιάνα,Δρυμαλίτου,01/08/1974,Αιτωλία & Ακαρνανία Χαλκίδα,-,Χανιά 35913/8,Υ.Α. Χαλκίδα Αιτωλία & Ακαρνανία
130,ZM7034360,05/02/2010,Μελέτιος,Meletios,Σαλταούρας,Saltaouras,Διομήδης,Σμαράγδα,Κουτσουρέλη,07/03/1996,Λάρισσα Καστοριά,-,Κατερίνη 96313/8,Υ.Α. Καστοριά Λάρισσα
131,NT5594783,04/10/2008,Νικολέτα,Nikoleta,Μήτσου,Metsou,Πλούταρχος,Εμμανουέλα,Σκασίλα,25/04/1956,Αρκαδία Λευκάδα,-,Χίος 43373/5,Υ.Α. Λευκάδα Αρκαδία
132,KH2588446,02/01/2011,Γιάννης,Giannes,Καταραχιάς,Katarakhias,Πελοπίδας,Ροδαμάνθη,Σκαβέντζου,11/07/1937,Άρτα Αλεξανδρούπολη,-,Κατερίνη 57750/1,Υ.Α. Αλεξανδρούπολη Άρτα
133,K4138040,03/05/2014,Αιμίλιος,Aimilios,Μαυρομανωλάκης,Mauromanolakes,Χαρίλαος,Κερασιά,Γρηγοριάδου,24/03/1970,Βοιωτία Ναύπλιο,-,Πολύγυρος 69776/3,Υ.Α. Ναύπλιο Βοιωτία
134,M9003375,08/03/2018,Μυρσίνη,Mursine,Ιωακείμ,Ioakeim,Πίνδαρος,Δάφνη,Αγγελουσοπούλου,19/08/1992,Έβρος Κοζάνη,-,Λιβαδιά 47422/5,Υ.Α. Κοζάνη Έβρος
135,I7767420,01/02/2007,Υπαπαντή,Upapante,Κυριαννάκη,Kuriannake,Πάτροκλος,Ελευθερία,Γιατράκου,26/08/1968,Κεφαλληνία Δράμα,-,Λευκάδα 25463/6,Υ.Α. Δράμα Κεφαλληνία
136,Z2536230,21/01/2009,Αλκμήνη,Alkmene,Βρακά,Braka,Βασίλειος,Ρεβέκκα,Τουρνά,20/07/1995,Ημαθία Φλώρινα,-,Άμφισσα 23724/1,Υ.Α. Φλώρινα Ημαθία
137,KO4266006,10/04/2018,Νίκος,Nikos,Καρανίκας,Karanikas,Σολομών,Ασημίνα,Βαγενά,29/08/1997,Φθιώτιδα Έδεσσα,-,Βόλος 54842/1,Υ.Α. Έδεσσα Φθιώτιδα
138,X0528331,18/01/2021,Παυσανίας,Pausanias,Φουντζούλας,Phountzoulas,Αγάπιος,Θάλεια,Δημητριάδου,23/06/1944,Ξάνθη Αγ. Νικόλαος,-,Μεσολόγγι 37761/2,Υ.Α. Αγ. Νικόλαος Ξάνθη
139,IE2747232,01/05/2017,Νικήτας,Niketas,Δουβίκας,Doubikas,Μελέτιος,Συμεώνη,Αρχάκη,12/10/1987,Ημαθία Λευκάδα,-,Σπάρτη 36282/9,Υ.Α. Λευκάδα Ημαθία
140,XH1941018,26/08/2014,Κικιλία,Kikilia,Μενγκ,Mengk,Αριστοφάνης,Νεκταρία,Ξυγκάκου,04/06/1979,Φωκίδα Ζάκυνθος,-,Φλώρινα 91337/8,Υ.Α. Ζάκυνθος Φωκίδα
141,A0754503,31/05/2011,Πηνελόπη,Penelope,Κωτσιονοπούλου,Kotsionopoulou,Μαυροειδής,Χαρά,Φωτακοπούλου,26/05/1926,Λευκάδα Μυτιλήνη,-,Αγ. Νικόλαος 67770/6,Υ.Α. Μυτιλήνη Λευκάδα
142,I4486193,02/12/2015,Αργύριος,Argurios,Μαντάς,Mantas,Νικόλαος,Αγγελική,Μπιμπίκα,06/02/2004,Αχαΐα Αργοστόλι,-,Καλαμάτα 59764/1,Υ.Α. Αργοστόλι Αχαΐα
143,PZ4089136,25/02/2021,Γενοβέφα,Genobepha,Τσακίρη,Tsakire,Διονύσιος,Μαρίνα,Παπαθεοδοσίου,05/10/1970,Λευκάδα Θεσσαλονίκη,-,Σέρρες 64648/4,Υ.Α. Θεσσαλονίκη Λευκάδα
144,TP5968348,26/05/2017,Πέτρος,Petros,Κατσαντώνης,Katsantones,Θεόφιλος,Θεοδοσία,Κλεινάκη,30/04/1945,Λευκάδα Ιωάννινα,-,Χανιά 67762/7,Υ.Α. Ιωάννινα Λευκάδα
145,NM5179446,06/02/2014,Ραχήλ,Rakhel,Γραμματικόπουλος,Grammatikopoulos,Γαλάτιος,Νικητία,Δαμαλά,04/05/1971,Λέσβος Ιωάννινα,-,Πολύγυρος 51524/2,Υ.Α. Ιωάννινα Λέσβος
146,B6290932,30/07/2014,Καλλιρόη,Kalliroe,Σπανοχριστοδούλου,Spanokhristodoulou,Χαράλαμπος,Πέτρα,Κουτσικούρη,15/04/1940,Μεσσηνία Άρτα,-,Χανιά 82897/3,Υ.Α. Άρτα Μεσσηνία
147,Z1910593,25/08/2010,Αργύριος,Argurios,Σπανός,Spanos,Αριστείδης,Σταματίνα,Βουτσινά,20/10/2003,Κέρκυρα Ρέθυμνο,-,Άρτα 77207/4,Υ.Α. Ρέθυμνο Κέρκυρα
148,MZ1460019,03/12/2009,Παντελία,Pantelia,Μυτάρη,Mutare,Σπυρίδων,Μάρθα,Αθανασιάδη,19/08/1992,Ευρυτανία Έδεσσα,-,Μυτιλήνη 62228/3,Υ.Α. Έδεσσα Ευρυτανία
149,PE3279419,17/09/2018,Δέσποινα,Despoina,Χατζή,Khatze,Αριστείδης,Βερονίκη,Δημητρέλου,20/02/1931,Χανιά Μεσολόγγι,-,Χαλκίδα 03930/7,Υ.Α. Μεσολόγγι Χανιά
150,H3566359,16/06/2014,Φραγκίσκος,Phragkiskos,Δανέζης,Danezes,Άνθιμος,Δαβιδούλα,Ιωακείμ,18/05/1930,Τρίκαλα Κομοτηνή,-,Σπάρτη 90374/5,Υ.Α. Κομοτηνή Τρίκαλα
151,B7440732,09/02/2011,Ηράκλεια,Erakleia,Μπεκάκου,Mpekakou,Ματθαίος,Βρυσηίς,Τζάγκα,29/06/1936,Χαλκιδική Χαλκίδα,-,Ιωάννινα 37507/7,Υ.Α. Χαλκίδα Χαλκιδική
152,M0935644,14/06/2011,Σεβαστή,Sebaste,Σοκολάκη,Sokolake,Παυσανίας,Ελένη,Αθανασιάδου,17/09/1964,Χαλκιδική Καρδίτσα,-,Αγ. Νικόλαος 52599/6,Υ.Α. Καρδίτσα Χαλκιδική
153,B4791313,18/05/2020,Δημοκράτης,Demokrates,Περπινιάς,Perpinias,Δημοκράτης,Ιουλία,Νικολουδάκη,29/01/1948,Αργολίδα Σπάρτη,-,Τρίκαλα 52162/8,Υ.Α. Σπάρτη Αργολίδα
154,A6903369,27/06/2012,Δανάη,Danae,Καλλιάνταση,Kalliantase,Συμεών,Λαυρεντία,Τρομπούκη,04/07/1926,Γρεβενά Καλαμάτα,-,Κατερίνη 55886/3,Υ.Α. Καλαμάτα Γρεβενά
155,ZT7341285,15/09/2016,Σεραφεία,Serapheia,Σκαφτούρου,Skaphtourou,Δαμιανός,Φιλαρέτη,Δημητρίου,06/04/1944,Σέρρες Γρεβενά,-,Έδεσσα 87714/3,Υ.Α. Γρεβενά Σέρρες
156,OP2658254,19/08/2019,Ισαάκ,Isaak,Βάρσος,Barsos,Τίμων,Χαρίκλεια,Σελινοπούλου,05/08/1985,Δράμα Ηράκλειο,-,Κομοτηνή 69013/5,Υ.Α. Ηράκλειο Δράμα
157,I8694787,20/05/2019,Ματθαίος,Matthaios,Σιδηρόπουλος,Sideropoulos,Ροδόφλος,Ανάργυρη,Φίλκα,31/05/1933,Εύβοια Πρέβεζα,-,Χανιά 83972/5,Υ.Α. Πρέβεζα Εύβοια
158,KB2035856,25/07/2012,Πούλια,Poulia,Νάντσου,Nantsou,Λεμονής,Κορνηλία,Μοσχοβάκη,14/01/2008,Πιερία Βόλος,-,Βόλος 87996/6,Υ.Α. Βόλος Πιερία
159,Y0772880,04/08/2008,Βελισσάριος,Belissarios,Ιωσηφίδης,Iosephides,Ιωνάς,Ηράκλεια,Παπαευαγγέλου,02/11/1956,Λευκάδα Ζάκυνθος,-,Κομοτηνή 80803/9,Υ.Α. Ζάκυνθος Λευκάδα
160,N7877762,09/05/2013,Ιππολύτη,Ippolute,Τάσση,Tasse,Περικλής,Στυλιανή,Πέτση,01/01/1944,Κυκλάδες Αργοστόλι,-,Ρόδος 46276/8,Υ.Α. Αργοστόλι Κυκλάδες
161,E7084116,24/05/2016,Ευμένιος,Eumenios,Σιώμος,Siomos,Φωκάς,Γαβριέλλα,Ντζιαβίδα,27/03/1912,Εύβοια Κόρινθος,-,Χανιά 50897/2,Υ.Α. Κόρινθος Εύβοια
162,Y3779921,23/01/2018,Μινέρβα,Minerba,Τζάγκα,Tzagka,Αντίγονος,Χρυσοβαλάντου,Λίτσιου,19/06/1971,Δράμα Πύργος,-,Πύργος 28519/9,Υ.Α. Πύργος Δράμα
163,TE3505495,14/08/2020,Ζηνοβία,Zenobia,Τραγούστη,Tragouste,Κομνηνός,Άρτεμις,Δρυμαλίτου,08/05/1937,Άρτα Δράμα,-,Σπάρτη 07096/7,Υ.Α. Δράμα Άρτα
164,E8188848,21/11/2020,Φερενίκη,Pherenike,Οικονόμου,Oikonomou,Βλάσιος,Παρέσσα,Φαρμάκη,24/08/1955,Λευκάδα Δράμα,-,Βέροια 11695/8,Υ.Α. Δράμα Λευκάδα
165,Z7410137,05/04/2021,Διαμαντούλα,Diamantoula,Κιορίδου,Kioridou,Ζαφείρης,Ανθή,Αβραμίδου,15/04/1918,Λέσβος Πύργος,-,Ηράκλειο 48424/1,Υ.Α. Πύργος Λέσβος
166,ZB8291265,12/11/2006,Μαριάνθη,Marianthe,Χορόζη,Khoroze,Αντώνιος,Χριστοφόρα,Χατζηχαρίστου,09/12/1972,Ηράκλειο Καλαμάτα,-,Καρπενήσι 65171/7,Υ.Α. Καλαμάτα Ηράκλειο
167,MH8053570,27/07/2018,Γερασιμούλα,Gerasimoula,Τσιπλίκωφ,Tsiplikoph,Μίνωας,Γαλήνη,Καλδή,10/03/1924,Χίος Τρίπολη,-,Δράμα 60937/8,Υ.Α. Τρίπολη Χίος
168,E1940164,15/03/2018,Αριστέα,Aristea,Κανελλή,Kanelle,Αβραάμ,Ροδιά,Ελευθερίου,12/10/1969,Ηράκλειο Μεσολόγγι,-,Χαλκίδα 45364/9,Υ.Α. Μεσολόγγι Ηράκλειο
169,I3102411,31/01/2010,Σταματίνα,Stamatina,Τσίμη,Tsime,Βελισσάριος,Φιλαρέτη,Λυμαξή,21/02/1926,Ξάνθη Πολύγυρος,-,Ναύπλιο 41618/6,Υ.Α. Πολύγυρος Ξάνθη
170,OO6067056,17/07/2011,Δούκισσα,Doukissa,Τυμβίου,Tumbiou,Άρης,Αμφιθέα,Κεσίση,09/12/1985,Καστοριά Κέρκυρα,-,Κομοτηνή 89765/5,Υ.Α. Κέρκυρα Καστοριά
171,HB9407671,02/04/2015,Ματίνα,Matina,Σπαθάρη,Spathare,Τρύφων,Χρυσοβαλάντου,Λιάνου,23/12/2010,Σέρρες Σάμος,-,Κατερίνη 73189/3,Υ.Α. Σάμος Σέρρες
172,HE8629505,18/07/2009,Χρύσανθος,Khrusanthos,Δουμάς,Doumas,Αθανάσιος,Αχιλλεία,Δαμήλου,05/06/1989,Φλώρινα Βόλος,-,Κατερίνη 84707/7,Υ.Α. Βόλος Φλώρινα
173,YB4755302,01/08/2009,Μαυρίκιος,Maurikios,Βιολάτος,Biolatos,Προκόπιος,Λεωνιδιά,Δαματοπούλου,06/04/1986,Καβάλα Λιβαδιά,-,Πύργος 07973/6,Υ.Α. Λιβαδιά Καβάλα
174,ON3064343,20/06/2010,Μακάριος,Makarios,Καραδήμος,Karademos,Άγγελος,Λεμονιά,Πίσπα,27/09/1958,Λακωνία Ιωάννινα,-,Λάρισα 35486/2,Υ.Α. Ιωάννινα Λακωνία
175,EP6634078,05/11/2013,Ζηνόβιος,Zenobios,Πικούνης,Pikounes,Πολύκαρπος,Ερωφίλη,Βαλκάνου,13/06/1973,Ευρυτανία Αθήνα,-,Ξάνθη 32873/3,Υ.Α. Αθήνα Ευρυτανία
176,O1642272,07/06/2018,Λέων,Leon,Τσέλλος,Tsellos,Φανούριος,Λεωνιδιά,Βαμβουκάκη,02/12/1982,Ρέθυμνο Αθήνα,-,Λευκάδα 01962/2,Υ.Α. Αθήνα Ρέθυμνο
177,BT9128884,27/03/2012,Καλλιρόη,Kalliroe,Καρακυρίου,Karakuriou,Ξανθός,Αθανασία,Τρεντσίου,01/08/2007,Ζάκυνθος Έδεσσα,-,Κομοτηνή 80899/7,Υ.Α. Έδεσσα Ζάκυνθος
178,MY9993982,12/01/2007,Ανδρομάχη,Andromakhe,Βαλεντή,Balente,Ιερόθεος,Θεανώ,Καπουρνιώτη,25/01/1936,Έβρος Ιωάννινα,-,Καρδίτσα 98680/4,Υ.Α. Ιωάννινα Έβρος
179,AZ8470962,28/08/2018,Ηρακλής,Erakles,Μπέκος,Mpekos,Κίμων,Βικέντια,Γρίβα,02/05/1960,Θεσσαλονίκη Καρδίτσα,-,Πολύγυρος 15757/9,Υ.Α. Καρδίτσα Θεσσαλονίκη
180,TK5795522,11/11/2020,Πίνδαρος,Pindaros,Διακάκης,Diakakes,Κλεάνθης,Εριφύλη,Σκαφτούρου,15/06/1983,Αιτωλία & Ακαρνανία Τρίπολη,-,Γρεβενά 30436/2,Υ.Α. Τρίπολη Αιτωλία & Ακαρνανία
181,BB9369446,02/06/2013,Ευθύμιος,Euthumios,Τσιάρας,Tsiaras,Λουκιανός,Σταματίνα,Αγραφιώτη,31/10/1923,Κιλκίς Καρδίτσα,-,Πύργος 88379/4,Υ.Α. Καρδίτσα Κιλκίς
182,P8073134,13/10/2017,Ελισσαίος,Elissaios,Τσιαντάς,Tsiantas,Ανδρόνικος,Φιλιππία,Φαρμάκη,10/10/1945,Πέλλα Αθήνα,-,Αγ. Νικόλαος 04600/9,Υ.Α. Αθήνα Πέλλα
183,YP7252621,30/06/2019,Αικατερίνη,Aikaterine,Σαμτανίδου,Samtanidou,Διαμαντής,Καλή,Πολατίδου,10/06/1937,Ευρυτανία Τρίπολη,-,Βέροια 87972/7,Υ.Α. Τρίπολη Ευρυτανία
184,TB8874751,21/01/2009,Λουκία,Loukia,Γκόβα,Gkoba,Δράκων,Λητώ,Μαράκη,22/02/1984,Αργολίδα Σπάρτη,-,Κέρκυρα 58809/4,Υ.Α. Σπάρτη Αργολίδα
185,B4402639,29/10/2020,Ερμιόνη,Ermione,Κουτσουνάκη,Koutsounake,Μαγδαληνός,Ευστρατία,Πολέμη,12/02/1970,Σάμος Τρίπολη,-,Ιωάννινα 73121/5,Υ.Α. Τρίπολη Σάμος
186,KB0044129,13/02/2018,Ζηνοβία,Zenobia,Κουτσονίκα,Koutsonika,Πολυχρόνιος,Παντούλα,Τσαμπούρη,09/10/1926,Αχαΐα Τρίκαλα,-,Δράμα 74790/3,Υ.Α. Τρίκαλα Αχαΐα
187,Z8150260,09/03/2014,Ιούλιος,Ioulios,Τσιάκος,Tsiakos,Λέανδρος,Αλεξάνδρα,Μπεσύρη,13/02/1932,Ροδόπη Κόρινθος,-,Μεσολόγγι 46436/6,Υ.Α. Κόρινθος Ροδόπη
188,EH8721648,30/11/2009,Πυθαγόρας,Puthagoras,Πιπεράκης,Piperakes,Μένανδρος,Λαυρεντία,Κονιάρη,12/12/2005,Ρέθυμνο Τρίκαλα,-,Λαμία 17646/6,Υ.Α. Τρίκαλα Ρέθυμνο
189,M5290353,06/05/2012,Εμμανουήλ,Emmanouel,Καμποσάκης,Kamposakes,Ιωακείμ,Μάρθα,Κοτσινά,31/08/1921,Καρδίτσα Μυτιλήνη,-,Κατερίνη 25466/8,Υ.Α. Μυτιλήνη Καρδίτσα
190,O6436386,28/04/2019,Κυδωνία,Kudonia,Χιωτίδου,Khiotidou,Μακάριος,Ινώ,Στούμπου,06/06/1940,Δωδεκάνησσος Χανιά,-,Πρέβεζα 62597/7,Υ.Α. Χανιά Δωδεκάνησσος
191,KY7397390,18/12/2018,Κλαίρη,Klaire,Νταγκαλή,Ntagkale,Ιουλιανός,Ιουλιανή,Πέτρου,21/03/1918,Φθιώτιδα Κιλκίς,-,Λιβαδιά 73452/6,Υ.Α. Κιλκίς Φθιώτιδα
192,X6150967,14/06/2017,Θωμάς,Thomas,Παπαγεωργίου,Papageorgiou,Μηνάς,Αριάδνη,Παπαδημητροπούλου,12/09/1927,Αχαΐα Λάρισα,-,Καρδίτσα 97652/1,Υ.Α. Λάρισα Αχαΐα
193,Z5960370,08/05/2009,Άρης,Ares,Χαρτερός,Kharteros,Σωκράτης,Ξανθή,Δημτσούδη,05/04/1950,Κοζάνη Πάτρα,-,Φλώρινα 52374/9,Υ.Α. Πάτρα Κοζάνη
194,T4427739,18/09/2009,Ιππολύτη,Ippolute,Καμινάρη,Kaminare,Τηλέμαχος,Γεσθημανή,Τριανταφύλλου,17/01/1970,Κυκλάδες Σάμος,-,Μυτιλήνη 00558/7,Υ.Α. Σάμος Κυκλάδες
