,Identity No,Surname,Given Name,Date of Birth,Gender,Document No,Nationality,Date of Expire,Mother's name,Father's name,Issuing Authority
620,97398667019,YAMAN,MESTUR,20.10.2009,E/M,I03A14635,SDN,05.02.2025,NÜRICE,TAYGAN,T.C. İÇIŞLERI BAKANLIĞI
621,38907995725,DEMIR,SAYGIN,06.11.1954,K/F,P90A84599,TC/TUR,06.07.2027,CEDIDE,YURDANUR,T.C. İÇIŞLERI BAKANLIĞI
622,93152166744,GÜL,EZGÜTEKIN,17.04.1969,E/M,H44X95008,TC/TUR,13.10.2029,GÖKPERI,YILDIR,T.C. İÇIŞLERI BAKANLIĞI
623,57650203221,SEZER,NURSER,06.01.1992,K/F,K85N30930,TC/TUR,04.04.2027,MUSAFFA,HÜSMEN,T.C. İÇIŞLERI BAKANLIĞI
624,60999354551,SEZER,GÜLSALIN,12.11.1948,K/F,A11I43811,TC/TUR,17.01.2028,İLKBAHAR,YALGIN,T.C. İÇIŞLERI BAKANLIĞI
625,53895700145,YAMAN,TEMUÇIN,02.07.2003,E/M,Z81I69699,TC/TUR,23.11.2028,AMRE,İDIRIS,T.C. İÇIŞLERI BAKANLIĞI
626,31530025025,ARSOY,OYMAK,21.05.1945,E/M,I29P84364,TC/TUR,05.08.2029,GÜLDER,GAZEL,T.C. İÇIŞLERI BAKANLIĞI
627,76677013226,ZENGIN,TUNAHAN,27.07.1958,E/M,K34Z76436,TC/TUR,27.01.2024,ZEBIRCE,CANTEZ,T.C. İÇIŞLERI BAKANLIĞI
628,70502628102,ŞENER,BOZTAŞ,09.04.1960,E/M,H01N38462,TC/TUR,15.05.2028,YAHŞI,ERTEN,T.C. İÇIŞLERI BAKANLIĞI
629,30188126023,AKÇA,NURETDIN,19.02.2001,E/M,M00Z46435,TC/TUR,03.10.2027,NAFILE,TÜRABI,T.C. İÇIŞLERI BAKANLIĞI
630,9539526679,FIRAT,FEHMIYE,07.09.1938,K/F,B14T00673,TC/TUR,17.10.2021,GÜLER,USHAN,T.C. İÇIŞLERI BAKANLIĞI
631,50301231671,KISAKÜREK,KOTUZ,12.10.1957,E/M,E51A93802,TC/TUR,19.11.2026,SAÇI,ZORAL,T.C. İÇIŞLERI BAKANLIĞI
632,68835715644,BILGIN,ÖZLEM,01.03.2001,K/F,Z29Z31308,TC/TUR,24.02.2028,GÜNEBAKAN,HIÇSÖNMEZ,T.C. İÇIŞLERI BAKANLIĞI
633,82167443937,ASLAN,DENKEL,20.11.1984,E/M,O92N67217,TC/TUR,08.11.2030,VEZRIFE,NOMAN,T.C. İÇIŞLERI BAKANLIĞI
634,16511391734,ARSLAN,MAŞIDE,06.02.1935,K/F,O11A49247,TC/TUR,25.10.2030,NURSIM,SAKIP,T.C. İÇIŞLERI BAKANLIĞI
635,72768575804,SEVEN,AYSUNA,03.10.1939,K/F,I22B31079,CAF,26.04.2031,NAFILE,ALPCAN,T.C. İÇIŞLERI BAKANLIĞI
636,12625414464,SEZGIN,ATALAY,04.10.1915,E/M,T08X20319,TC/TUR,22.01.2030,ÖZAY,ATALAY,T.C. İÇIŞLERI BAKANLIĞI
637,39438318281,ZORLU,PÜRÇEK,18.06.1926,K/F,Z15O17462,TC/TUR,18.09.2021,IŞIN,TEVS,T.C. İÇIŞLERI BAKANLIĞI
638,9894862146,DURMUŞ,SARYA,20.11.1926,K/F,O66Y76203,TC/TUR,07.04.2025,FADILA,TARANCI,T.C. İÇIŞLERI BAKANLIĞI
639,32238508844,DURMUŞ,BORAHAN,27.02.1994,E/M,B38X53650,TC/TUR,30.10.2028,ALTINBIKE,EFE,T.C. İÇIŞLERI BAKANLIĞI
640,23196860680,SOYLU,YEPELEK,09.03.2003,K/F,K39T22852,TC/TUR,24.01.2024,EVDE,MUSAFET,T.C. İÇIŞLERI BAKANLIĞI
641,17660771063,GÜLEN,TARANCI,30.05.1978,E/M,O07M67714,TC/TUR,18.09.2030,SEHEL,ÜLFET,T.C. İÇIŞLERI BAKANLIĞI
642,33435778847,KORUTÜRK,ZEHRANUR,20.08.1969,K/F,Z89Y04738,TC/TUR,31.05.2022,BEGIM,KIYASI,T.C. İÇIŞLERI BAKANLIĞI
643,5484308777,AKÇAY,KONGURALP,29.09.1936,E/M,P47N18298,TC/TUR,10.05.2026,ZÜHEYLA,ÖRIK,T.C. İÇIŞLERI BAKANLIĞI
644,43163799762,DUMANLI,HALIDUN,13.02.1980,E/M,T08H02631,TJK,07.06.2023,GÜLŞA,SILA,T.C. İÇIŞLERI BAKANLIĞI
645,82029261897,İHSANOĞLU,KAPAGAN,04.03.1970,E/M,Y75K85306,TC/TUR,17.08.2030,MEZIDE,ERBIL,T.C. İÇIŞLERI BAKANLIĞI
646,21045185485,YILMAZ,TANYU,13.08.1962,K/F,X95K22890,TC/TUR,26.09.2030,BIRBEN,ÖNCEL,T.C. İÇIŞLERI BAKANLIĞI
647,71672093650,ALEMDAR,TORHAN,23.12.2006,E/M,O53H78457,TC/TUR,18.05.2027,ZEYNO,İLSU,T.C. İÇIŞLERI BAKANLIĞI
648,14983090711,GÜLEN,TEMUÇIN,21.02.2002,E/M,E46X11997,TC/TUR,11.12.2024,DUHA,ÇAPKAN,T.C. İÇIŞLERI BAKANLIĞI
649,33311828940,TARHAN,YÖNETMEN,01.04.1994,E/M,H82X51580,TC/TUR,28.12.2022,KÂZIME,SITTIK,T.C. İÇIŞLERI BAKANLIĞI
650,27687636134,DURMUŞ,KIYASI,19.02.1913,E/M,Z60K94732,TC/TUR,21.06.2029,JARUTHIP,DOLUN,T.C. İÇIŞLERI BAKANLIĞI
651,991081417,ALEMDAR,RUHUGÜL,11.02.1991,K/F,K93E08806,TC/TUR,13.06.2027,İLKBAHAR,BIRSEN,T.C. İÇIŞLERI BAKANLIĞI
652,42507639156,SEZGIN,ÖZBAY,05.03.1940,E/M,M60T86544,TC/TUR,30.04.2026,MÜĞBER,ASLANHAN,T.C. İÇIŞLERI BAKANLIĞI
653,19619512192,FIRAT,SEYITHAN,01.09.1999,E/M,E05E68637,TC/TUR,19.06.2031,VEFIA,GENÇAY,T.C. İÇIŞLERI BAKANLIĞI
654,47445492405,ERASLAN,TACIDDIN,16.09.1971,E/M,A55E11342,VCT,09.02.2025,ÖZGE,ÖZBAY,T.C. İÇIŞLERI BAKANLIĞI
655,94227829934,KORUTÜRK,ŞILAN,24.07.1999,K/F,O10X94367,TC/TUR,11.11.2024,SEDIFE,ÇAĞA,T.C. İÇIŞLERI BAKANLIĞI
656,66615115110,ÇAMURCUOĞLU,TEVS,30.11.1969,E/M,O21T54292,TC/TUR,21.10.2024,RENGÜL,NUYAN,T.C. İÇIŞLERI BAKANLIĞI
657,89168347908,MANÇO,İSLIME,19.10.2009,K/F,N09M31691,TC/TUR,17.09.2027,NUREY,ONURSU,T.C. İÇIŞLERI BAKANLIĞI
658,52651631555,ÜLKER,GÜNGÖREN,03.05.1960,K/F,K32A36064,EGY,20.02.2024,HASRET,ERYILDIZ,T.C. İÇIŞLERI BAKANLIĞI
659,51160415637,YORULMAZ,HAMI,18.03.1939,E/M,K14E76933,TC/TUR,22.07.2031,SÜHEYDA,TÜZEER,T.C. İÇIŞLERI BAKANLIĞI
660,23797287327,ARSOY,TUTKUCAN,27.09.1964,K/F,E90O28764,TC/TUR,16.10.2027,BILGINUR,TUNÇKILIÇ,T.C. İÇIŞLERI BAKANLIĞI
661,96326284423,BILGIN,ZERIDE,01.01.1975,K/F,M04O10123,COM,07.10.2030,ÇEVREGÜL,ERTÜN,T.C. İÇIŞLERI BAKANLIĞI
662,70540839853,ALEMDAR,KAPAGAN,07.06.1979,E/M,B15X12951,TC/TUR,29.04.2026,AKMARAL,KOÇKAN,T.C. İÇIŞLERI BAKANLIĞI
663,75249261233,ALEMDAR,NIYAZI,17.11.1972,E/M,M96O33813,TC/TUR,06.02.2027,PIRAN,HANEDAN,T.C. İÇIŞLERI BAKANLIĞI
664,23291435732,AKÇAY,ARIEL,31.05.1954,E/M,B02B37484,TC/TUR,08.01.2025,CANUR,DIKEN,T.C. İÇIŞLERI BAKANLIĞI
665,9257034274,AKGÜNDÜZ,FATINUR,08.09.1932,K/F,P31N84387,TC/TUR,06.03.2030,ÖZBILGE,KIRAMETTIN,T.C. İÇIŞLERI BAKANLIĞI
666,96326189275,AKÇAY,ANDIÇ,31.05.1974,E/M,K30I78824,TC/TUR,05.04.2030,GÜLDÜNYA,MUCAHIT,T.C. İÇIŞLERI BAKANLIĞI
667,70808247771,GÜL,AYÜLKER,02.10.1930,K/F,B45K61231,TC/TUR,03.04.2022,RISALET,TUĞRULHAN,T.C. İÇIŞLERI BAKANLIĞI
668,15541087396,ŞAMA,AYGÖNENÇ,24.01.1946,K/F,A37N62694,TC/TUR,04.04.2029,NADES,TUĞTAŞ,T.C. İÇIŞLERI BAKANLIĞI
669,34513812386,DURAN,SÜHEYDA,02.12.1982,K/F,B35B64908,TC/TUR,23.07.2025,ZÜMRE,ERDEMER,T.C. İÇIŞLERI BAKANLIĞI
670,97313242294,ŞENER,DEĞER,19.08.1933,K/F,B69Y37910,TC/TUR,06.01.2025,SERMA,AMAÇ,T.C. İÇIŞLERI BAKANLIĞI
671,88504252366,AKAR,MEHMED,22.12.1955,E/M,E09B47240,ZWE,23.12.2026,MUSAFFA,ARU,T.C. İÇIŞLERI BAKANLIĞI
672,64601970136,ÇAMURCUOĞLU,ÇETINSU,22.01.1945,E/M,M48N74098,TC/TUR,26.06.2028,MAKSÜDE,KARACA,T.C. İÇIŞLERI BAKANLIĞI
673,94070438659,AKÇAY,ÜZER,25.01.1931,E/M,P76X45628,TC/TUR,22.11.2027,NEVISE,SELER,T.C. İÇIŞLERI BAKANLIĞI
674,39991568196,TARHAN,SONAD,05.10.1961,E/M,M40X57560,TC/TUR,15.01.2023,ŞIRIVAN,ÖZALPSAN,T.C. İÇIŞLERI BAKANLIĞI
675,79549361142,KARADENIZ,ÖZALPSAN,26.01.1922,E/M,A33I37666,TC/TUR,09.08.2025,NEYRAN,AKGÖL,T.C. İÇIŞLERI BAKANLIĞI
676,1544285230,TÜRK,EŞIM,23.07.1971,K/F,E51M16946,TC/TUR,09.05.2028,FERINAZ,ÇAKAR,T.C. İÇIŞLERI BAKANLIĞI
677,481314139,SEZGIN,SADIYE,02.09.1959,K/F,Y67B58965,TC/TUR,20.10.2027,VEZRIFE,ERTÜN,T.C. İÇIŞLERI BAKANLIĞI
678,36204041212,BILIR,NECDAT,26.12.1997,E/M,Z89K24604,TC/TUR,25.05.2027,VEFIA,ALSOY,T.C. İÇIŞLERI BAKANLIĞI
679,67690517981,GÜLEN,ULUMAN,09.02.1993,E/M,P06P98929,TC/TUR,18.03.2023,NURSIM,BEKTAŞI,T.C. İÇIŞLERI BAKANLIĞI
680,76031684107,ZORLU,KISMET,19.06.2000,K/F,A39M68024,TC/TUR,20.06.2026,ŞAHIGÜL,ONURCAN,T.C. İÇIŞLERI BAKANLIĞI
681,50985208790,DEMIREL,ÖZLEM,26.10.1935,K/F,Z09Y71893,NPL,15.05.2024,GÜLPER,MUKTEDIR,T.C. İÇIŞLERI BAKANLIĞI
682,19778214976,ZENGIN,AVŞIN,04.05.1936,E/M,P19E98361,TC/TUR,07.05.2025,SEVGEN,SÜVARI,T.C. İÇIŞLERI BAKANLIĞI
683,94309270964,KARADENIZ,ESKINALP,13.04.1962,E/M,Y48Y36334,TC/TUR,08.06.2029,GÜLBEYAN,SONGURKAN,T.C. İÇIŞLERI BAKANLIĞI
684,86612239030,KARADENIZ,ÖZKUTLU,27.04.1946,E/M,Y17Z67698,TC/TUR,29.06.2022,AKAY,ŞEMSETTIN,T.C. İÇIŞLERI BAKANLIĞI
685,55750000659,KARADENIZ,TANSES,11.06.1945,K/F,Y02M92727,TC/TUR,11.11.2026,MAKSÜDE,AKBOĞA,T.C. İÇIŞLERI BAKANLIĞI
686,75900435585,ÇAMURCUOĞLU,FEDEN,15.08.1922,K/F,Z59K23788,TC/TUR,30.11.2025,ÖZGE,AKBAŞ,T.C. İÇIŞLERI BAKANLIĞI
687,55842152562,GÜÇLÜ,BARIŞCAN,31.03.2008,E/M,Z32E03111,TC/TUR,16.09.2021,ENFES,YURTGÜVEN,T.C. İÇIŞLERI BAKANLIĞI
688,20592182280,GÜL,BEDIRIYE,28.01.1949,K/F,H53B26852,TC/TUR,29.04.2025,ÇEVREGÜL,ORTAK,T.C. İÇIŞLERI BAKANLIĞI
689,36529173382,ZORLU,AZADE,10.09.2003,K/F,X22O92242,TC/TUR,09.12.2030,NÜRICE,ERKILIÇ,T.C. İÇIŞLERI BAKANLIĞI
690,57713451013,ÇETIN,TANHAN,30.09.1977,E/M,E73Y54891,TC/TUR,07.10.2022,ESNA,MUHYETTIN,T.C. İÇIŞLERI BAKANLIĞI
691,58729256044,ŞENER,CANGÜR,01.02.1916,E/M,K15H43868,MLI,09.12.2025,SOYKAN,SUDI,T.C. İÇIŞLERI BAKANLIĞI
692,32202543907,BILGE,GÜNGÖREN,27.07.1939,K/F,Z01M29616,TC/TUR,04.08.2023,SIMBER,ERKSOY,T.C. İÇIŞLERI BAKANLIĞI
693,36885620967,AKÇAY,GÜLER,15.12.1915,K/F,B78T13206,TC/TUR,07.05.2026,KADER,HEKMET,T.C. İÇIŞLERI BAKANLIĞI
694,96483985002,ŞENSOY,ÇELIKYÜREK,24.06.1957,E/M,B50X43641,TC/TUR,14.05.2031,AYYARUK,YURDANUR,T.C. İÇIŞLERI BAKANLIĞI
695,96392709529,GÜÇLÜ,FADILA,20.07.1988,K/F,K82O10813,CHE,07.11.2025,GÖKÇE,BORATAŞ,T.C. İÇIŞLERI BAKANLIĞI
696,97771693098,KISAKÜREK,ERMUTLU,01.07.1936,E/M,Z09N47340,TC/TUR,03.04.2029,MEVLÜDIYE,ALISEYDI,T.C. İÇIŞLERI BAKANLIĞI
697,69183985428,FIRAT,KIFAYE,01.04.1957,K/F,X23E74653,TC/TUR,16.07.2023,AYSEVIM,SONGURKAN,T.C. İÇIŞLERI BAKANLIĞI
698,21192484312,YAMAN,YILMA,06.04.1946,E/M,N72A11071,TC/TUR,18.11.2023,MEFHARET,ERAYCAN,T.C. İÇIŞLERI BAKANLIĞI
699,21620190588,BILGIN,TONGUÇ,22.03.1961,E/M,P28M92164,TC/TUR,28.11.2022,GILMAN,YOLAL,T.C. İÇIŞLERI BAKANLIĞI
700,78436906324,ÇETIN,AYGUTALP,14.12.1948,E/M,K97O80383,TC/TUR,21.12.2025,MÜRET,ERSEL,T.C. İÇIŞLERI BAKANLIĞI
701,46691118102,ARSOY,AKAY,27.10.1975,K/F,E60E11959,TC/TUR,28.06.2022,TICEN,ZENNUN,T.C. İÇIŞLERI BAKANLIĞI
702,87866413552,ŞAMA,YURTTAŞ,21.07.1925,E/M,E87N30576,TC/TUR,02.04.2025,ÜNSEVER,MANSURALI,T.C. İÇIŞLERI BAKANLIĞI
703,59765595180,ERTAŞ,SÜNER,05.08.1918,K/F,X78X90602,TC/TUR,24.03.2023,NEBIHA,TÜMKURT,T.C. İÇIŞLERI BAKANLIĞI
704,73413026136,TEVETOĞLU,ÇOĞAY,02.11.2007,E/M,E78A21682,TC/TUR,14.12.2024,GÜLER,YIGIT,T.C. İÇIŞLERI BAKANLIĞI
705,75965260090,AKAR,MECIT,21.01.1998,E/M,N70A10917,TC/TUR,08.03.2026,GÖKPERI,BORAHAN,T.C. İÇIŞLERI BAKANLIĞI
706,93438493500,GÜLEN,HEZNIYE,22.02.1972,K/F,H19O57039,TC/TUR,15.09.2028,ESNA,GÜÇYETER,T.C. İÇIŞLERI BAKANLIĞI
707,63333090943,AKÇAY,CANSEVEN,06.08.1989,K/F,A07I22811,TC/TUR,23.09.2022,TOMURCUK,TUĞRULHAN,T.C. İÇIŞLERI BAKANLIĞI
708,22730759051,ERDOĞAN,EŞREF,01.10.1933,E/M,T09Z32637,TC/TUR,20.04.2031,BEZEK,DURUK,T.C. İÇIŞLERI BAKANLIĞI
709,55289373495,ŞENER,KOTUZ,26.11.1982,E/M,B88N20016,TC/TUR,16.03.2030,HURŞIDE,HAZRAT,T.C. İÇIŞLERI BAKANLIĞI
710,89164350565,YILDIRIM,BAŞHAN,09.10.1971,E/M,M94H88460,TC/TUR,20.10.2021,MAŞIDE,BULUNÇ,T.C. İÇIŞLERI BAKANLIĞI
711,69158331935,SEZER,ALAADDIN,29.04.1994,E/M,K14P08738,TC/TUR,26.11.2024,FIRDEVIS,KARAER,T.C. İÇIŞLERI BAKANLIĞI
712,28841638254,KORUTÜRK,KERIME,22.03.1936,K/F,I50M55375,TC/TUR,28.11.2028,HÜSNÜHÂL,NAZLIM,T.C. İÇIŞLERI BAKANLIĞI
713,88523760444,ERTAŞ,SEYDO,15.06.1982,E/M,T30I80752,TC/TUR,12.08.2027,ZEMZEM,GÖKAY,T.C. İÇIŞLERI BAKANLIĞI
714,25265351292,ERTAŞ,GÜLŞA,30.04.1946,K/F,Y31N48211,TC/TUR,05.08.2025,GÜRCÜYE,ÖZALPSAN,T.C. İÇIŞLERI BAKANLIĞI
715,18538978981,BILIR,ALIABBAS,17.04.1934,E/M,O25M42503,TC/TUR,13.05.2031,KADINANA,KAYAGÜN,T.C. İÇIŞLERI BAKANLIĞI
716,25877831493,FIRAT,AYGÖNENÇ,15.03.1938,K/F,A74I49145,TC/TUR,17.02.2025,VARLIK,ERDURSUN,T.C. İÇIŞLERI BAKANLIĞI
717,10177992473,AKÇA,KENTER,24.02.1915,E/M,H58N84922,TC/TUR,05.08.2030,ÜMMÜHAN,AHAT,T.C. İÇIŞLERI BAKANLIĞI
718,41861683886,ÖCALAN,NATALIA,13.03.2000,K/F,I76E49138,TC/TUR,08.04.2025,AHTER,ÜMMET,T.C. İÇIŞLERI BAKANLIĞI
719,63276244219,ASLAN,BEDIRIYE,08.06.1992,K/F,O72H56868,TC/TUR,11.01.2024,GÜLCEGÜN,AZETTIN,T.C. İÇIŞLERI BAKANLIĞI
720,5458715244,ERTAŞ,LÜTFI,08.07.1985,E/M,E62Y78507,TC/TUR,01.04.2031,KARDELEN,SAYRAK,T.C. İÇIŞLERI BAKANLIĞI
721,50408970074,MANSIZ,FERIHAN,17.05.1976,E/M,N92K52407,TC/TUR,28.12.2026,DIVAN,ÜNSEVER,T.C. İÇIŞLERI BAKANLIĞI
722,36824624088,ERTAŞ,SEÇGÜL,19.11.1952,K/F,X74E65601,TC/TUR,27.12.2025,HAZINE,ATALAY,T.C. İÇIŞLERI BAKANLIĞI
723,16844442642,İHSANOĞLU,JANKAT,23.05.1934,E/M,P26X72609,TC/TUR,10.05.2029,GELENGÜL,AÇIKEL,T.C. İÇIŞLERI BAKANLIĞI
724,82397148939,YORULMAZ,ULUĞBEY,08.06.1952,E/M,K25X31260,TC/TUR,09.07.2031,SÜLEYLA,ARU,T.C. İÇIŞLERI BAKANLIĞI
725,50572229184,ARSLAN,SALIMET,27.06.1979,K/F,T57P01268,TC/TUR,07.01.2026,MEVEDDET,AYTUNA,T.C. İÇIŞLERI BAKANLIĞI
726,71268015706,YILMAZ,GÜNERI,26.12.1987,E/M,X58P05991,TC/TUR,14.09.2029,RÜMEYSA,GÜNSER,T.C. İÇIŞLERI BAKANLIĞI
727,59749483788,HANÇER,GÜLLÜHAN,10.12.1911,K/F,T67H58623,TC/TUR,30.04.2027,AMRE,METINKAYA,T.C. İÇIŞLERI BAKANLIĞI
728,97387243534,DEMIREL,SAMI,10.04.1920,E/M,T99K96299,TC/TUR,04.05.2022,AYTÖZ,AKGÖL,T.C. İÇIŞLERI BAKANLIĞI
729,92342259494,BILIR,İLPER,26.07.1925,K/F,H35I72166,TC/TUR,10.05.2023,ÇAĞLAR,BABA,T.C. İÇIŞLERI BAKANLIĞI
730,17170357016,SAKARYA,HAZRAT,26.09.1922,E/M,N92X97490,TC/TUR,11.01.2028,OGUŞ,KILIÇBAY,T.C. İÇIŞLERI BAKANLIĞI
731,6854638217,ERTAŞ,ALATTIN,12.10.1976,E/M,A20K24548,TC/TUR,01.05.2029,SATIA,ŞAVKI,T.C. İÇIŞLERI BAKANLIĞI
732,44838330463,ERTAŞ,AKSAY,15.09.1925,E/M,B32I97406,TC/TUR,20.01.2022,SÜSEN,UZBAY,T.C. İÇIŞLERI BAKANLIĞI
733,35319052937,ÇORLU,EVDE,05.10.1964,K/F,T91H03944,TC/TUR,01.07.2031,NAZLIHAN,MERDI,T.C. İÇIŞLERI BAKANLIĞI
734,785626833,YILMAZ,MERYEME,14.09.1921,K/F,Z93N00056,TC/TUR,24.09.2028,YÜCEL,İBRAHIM,T.C. İÇIŞLERI BAKANLIĞI
735,64467161381,DEMIREL,ONURCAN,08.07.1941,E/M,Z78P31429,TC/TUR,08.06.2024,TAÇNUR,SEHA,T.C. İÇIŞLERI BAKANLIĞI
736,84598902054,SEZER,SABIHE,21.10.1960,K/F,P43O73196,TC/TUR,17.07.2030,MEYHANIM,ATNAN,T.C. İÇIŞLERI BAKANLIĞI
737,37265643066,KISAKÜREK,NASIBA,04.10.1977,K/F,M40E70019,TC/TUR,04.03.2027,KEFSER,ÇAVULDUR,T.C. İÇIŞLERI BAKANLIĞI
738,81675744210,ÇAMURCUOĞLU,GÜNSEL,29.05.1919,K/F,X42H46531,TC/TUR,22.06.2031,LAZE,TANPINAR,T.C. İÇIŞLERI BAKANLIĞI
739,7815416278,YÜKSEL,EMAL,18.10.1972,K/F,E58M53476,TC/TUR,12.04.2025,NAZIDIL,AŞIR,T.C. İÇIŞLERI BAKANLIĞI
740,2035834373,AKAR,SELAHEDDIN,06.05.1983,E/M,A87I03450,LVA,28.11.2027,ZINNURE,TEMUÇIN,T.C. İÇIŞLERI BAKANLIĞI
741,40517550137,YILDIRIM,SIPER,28.09.1938,E/M,Y61I80756,TC/TUR,24.11.2024,MEZIDE,TAYYIP,T.C. İÇIŞLERI BAKANLIĞI
742,75084187198,YILDIRIM,FERMUTA,08.03.1984,K/F,B45N75474,TC/TUR,03.06.2028,GANIYE,BEKBAY,T.C. İÇIŞLERI BAKANLIĞI
743,35195591345,DEMIR,SEREZLI,14.01.1999,E/M,E88Y28715,TC/TUR,23.06.2025,BITÜL,DERKAY,T.C. İÇIŞLERI BAKANLIĞI
744,94237976050,ŞENER,FILIT,16.02.1965,E/M,Z80T39300,TC/TUR,22.07.2022,ŞEYDA,OTAY,T.C. İÇIŞLERI BAKANLIĞI
745,58683138184,YILMAZ,AVUNÇ,09.01.1952,K/F,P63O27673,TC/TUR,30.05.2029,ALMAST,ÜSTÜN,T.C. İÇIŞLERI BAKANLIĞI
746,27529402152,BILIR,FAHRULLAH,03.11.1960,E/M,E52Y51796,TC/TUR,17.08.2023,YEKBUN,DOĞANALP,T.C. İÇIŞLERI BAKANLIĞI
747,94803792751,SOYLU,HANBIKEN,18.09.1919,K/F,I46A04655,TC/TUR,05.02.2022,ÖZGE,ŞERAFEDDIN,T.C. İÇIŞLERI BAKANLIĞI
748,81849516578,DURAN,NURULLAH,30.10.1997,E/M,N13P03581,TC/TUR,22.03.2029,SUBUTIYE,MESTUR,T.C. İÇIŞLERI BAKANLIĞI
749,90200262196,ÇETIN,ÂDEM,22.10.2008,E/M,Z72A28908,TC/TUR,31.03.2028,BIRSAN,ADLAN,T.C. İÇIŞLERI BAKANLIĞI
750,14202131000,ÇETIN,GÜL,18.04.1940,K/F,K62K11335,TC/TUR,22.05.2026,ALTINÇIÇEK,ALTINIŞIN,T.C. İÇIŞLERI BAKANLIĞI
751,42902927180,ERGÜL,EYYÜP,01.09.1937,E/M,B00T45301,TC/TUR,04.09.2027,MÜSEMMA,ARU,T.C. İÇIŞLERI BAKANLIĞI
752,4435115053,DEMIREL,HEKIME,22.09.1953,K/F,T90P32710,TC/TUR,27.09.2021,TERCAN,KAŞIF,T.C. İÇIŞLERI BAKANLIĞI
753,97761231063,DEMIR,BARSEN,24.02.1999,E/M,Y07X82848,TC/TUR,01.07.2030,GÜLŞA,HÜSMEN,T.C. İÇIŞLERI BAKANLIĞI
754,62559516609,GÜLEN,RISALET,25.09.1932,E/M,P83M22956,TC/TUR,24.08.2031,FERINAZ,YALTIRAK,T.C. İÇIŞLERI BAKANLIĞI
755,91571012421,DEMIR,BAĞDAT,16.01.1960,K/F,Y03T23197,TC/TUR,17.01.2029,FERINAZ,SEROL,T.C. İÇIŞLERI BAKANLIĞI
756,82412137557,ARSLAN,İÇIMBIKE,28.10.1910,K/F,T46Z27368,TC/TUR,15.03.2022,ALMAST,KINEL,T.C. İÇIŞLERI BAKANLIĞI
757,55979444335,ÇAMURCUOĞLU,NEPTÜN,09.06.1963,K/F,H51X36976,TC/TUR,08.07.2024,SEVIM,DELIL,T.C. İÇIŞLERI BAKANLIĞI
758,27011182989,AKÇAY,DILCAN,29.01.1937,K/F,P11O33405,TC/TUR,24.07.2031,MÜŞÜRE,YERTAN,T.C. İÇIŞLERI BAKANLIĞI
759,29928311507,ASLAN,FÜGEN,24.01.1998,K/F,N79M71169,TC/TUR,05.12.2024,AYÜLKER,ZEYNELABIDIN,T.C. İÇIŞLERI BAKANLIĞI
760,40590156693,AKÇAY,AKYILDIZ,25.06.1931,K/F,A27X04203,TC/TUR,15.10.2025,ORÇIN,LÜTFI,T.C. İÇIŞLERI BAKANLIĞI
761,65047803367,DEMIREL,KARATAŞ,26.10.1941,E/M,O01Z53993,TC/TUR,17.03.2023,MUHIYE,DURDALI,T.C. İÇIŞLERI BAKANLIĞI
762,86899243728,YILDIRIM,AYAYDIN,21.05.1955,E/M,K48E41263,TC/TUR,23.12.2022,GÜLMISAL,BUHARI,T.C. İÇIŞLERI BAKANLIĞI
763,97068366899,AKAR,SAYGIN,25.10.1920,K/F,N58E66630,TC/TUR,30.10.2028,RAHIYE,GÜCAL,T.C. İÇIŞLERI BAKANLIĞI
764,46615786888,MANSIZ,SELÂTIN,02.01.1953,E/M,B05Y46797,TC/TUR,02.09.2023,ÜLKÜM,TUĞCAN,T.C. İÇIŞLERI BAKANLIĞI
765,41946868464,AKÇA,EDGÜBAY,20.07.1952,E/M,N80H88470,TC/TUR,17.09.2029,GÜLINAZ,ATATÖRE,T.C. İÇIŞLERI BAKANLIĞI
766,197629524,ŞAFAK,DINCER,22.07.1945,E/M,E18N04455,TC/TUR,04.11.2021,FERAYE,BEKTAŞI,T.C. İÇIŞLERI BAKANLIĞI
767,4081637798,YILMAZ,SIPER,06.04.1935,E/M,K63Z66639,TC/TUR,26.08.2028,MISRA,SÖZER,T.C. İÇIŞLERI BAKANLIĞI
768,2880244981,GÜÇLÜ,SÜZER,30.06.1978,K/F,E74A25935,TC/TUR,12.01.2030,ASU,ABDÜLKERIM,T.C. İÇIŞLERI BAKANLIĞI
769,99181200946,DEMIREL,BARSEN,27.08.1961,E/M,X88A34152,TC/TUR,22.02.2028,ŞENDOĞAN,GÜLŞAHIN,T.C. İÇIŞLERI BAKANLIĞI
770,1046806360,SEZER,MÜFERRIH,07.10.1995,K/F,H89P63820,TC/TUR,04.10.2021,MEVLÜDIYE,FAHRULLAH,T.C. İÇIŞLERI BAKANLIĞI
771,95382070676,İNÖNÜ,NAKIP,16.03.1912,E/M,M56N11809,TC/TUR,25.09.2029,DENIZ,ÖZEL,T.C. İÇIŞLERI BAKANLIĞI
772,33687987644,ERASLAN,NAZENDE,09.05.1950,K/F,A94B96837,TC/TUR,09.10.2025,KONCAGÜL,YURTTAŞ,T.C. İÇIŞLERI BAKANLIĞI
773,41590312052,YILDIRIM,TERCAN,06.02.1914,K/F,P97E04097,TC/TUR,18.06.2031,LÂLE,DURUK,T.C. İÇIŞLERI BAKANLIĞI
774,54413739801,YAMAN,GÜLINAZ,24.03.1969,K/F,Z52I75212,TC/TUR,11.02.2029,GÜLSELIN,YEKDA,T.C. İÇIŞLERI BAKANLIĞI
