,Surname,Given Name,Gender,Height,Nationality,Date of Birth,Identity No.,Document No.,Date of Expire,Parents,Tax No.,Social Security No.,Health No.
658,Sousa,Nicole,F,1.53,PRT,29 08 1957,5318209,05318209 0 ZZ4,04 06 2028,Artur Pinto | Isabel Alves,2614747,608186876561828,973782455
659,Vieira,Pilar,F,1.75,PRT,06 02 1927,70421669,70421669 5 ZZ0,09 05 2023,António Batista | Rafaela Fernandes,4800528,265317573680175,832539532286
660,Alves,Jaime,M,1.8,PRT,19 06 1994,84055628,84055628 7 ZZ2,23 04 2028,Sandro Nunes | Júlia Rodrigues,7920809,885265507605989,49477813501
661,Nogueira,Francisca,F,1.84,PRT,04 08 1991,51501893,51501893 8 ZZ2,05 05 2031,Samuel Lourenço | Violeta Mota,8032160,906263509026897,402862293261
662,Neto,Marta,F,1.98,MMR,18 11 1932,88728269,88728269 0 ZZ4,02 07 2027,Bruno Carvalho | Luana Teixeira,715046,153657970269474,444908169982
663,Nogueira,Nicole,F,1.86,PRT,29 01 1973,20669274,20669274 9 ZZ2,31 03 2027,Kévim Neto | Maria Sá,433634,883255681098990,531071005734
664,Branco,Filipe,M,1.76,PRT,07 11 1941,21652380,21652380 3 ZZ8,04 11 2021,Artur Cruz | Matilde Barros,1220217,801249575175702,466693623262
665,Cruz,Ivo,M,1.79,PRT,27 04 1935,69723430,69723430 3 ZZ8,07 06 2030,Manuel Ribeiro | Francisca Ferreira,1805810,905513974577816,619079253874
666,Guerreiro,Gabriel,M,1.58,PRT,02 12 1958,31171575,31171575 4 ZZ5,15 02 2027,Mauro Fernandes | Emma Marques,9455937,669043560381027,555009363478
667,Correia,Santiago,M,1.77,PRT,07 01 1971,26682685,26682685 5 ZZ1,06 10 2022,Rodrigo Almeida | Sara Batista,8946986,331760514606988,244932896205
668,Lourenço,Eduardo,M,1.37,PRT,26 01 1963,36363253,36363253 4 ZZ6,01 07 2026,Mário Antunes | Kelly Anjos,5967261,753236133238904,414356871008
669,Matos,Luca,M,1.67,PRT,22 01 1989,4458860,04458860 3 ZZ1,17 05 2030,Samuel Guerreiro | Violeta Nogueira,3741650,933910458331669,4107606048
670,Monteiro,Pedro,M,1.64,PRT,29 08 1934,45870466,45870466 7 ZZ5,21 01 2025,Ivan Matias | Rita Barbosa,465358,60513210981031,443528334645
671,Vaz,Guilherme,M,2.02,PRT,16 10 1930,85926112,85926112 1 ZZ0,01 06 2025,Duarte Sá | Gabriela Cunha,5054922,108867564956920,942928065166
672,Fernandes,Andreia,F,1.82,PRT,13 03 1989,7519871,07519871 1 ZZ9,16 06 2028,Marcos Monteiro | Carolina Mota,8860793,402180158105396,877822132189
673,Domingues,Adriana,F,1.95,PRT,19 05 1984,58595577,58595577 9 ZZ3,09 01 2022,Fábio Sousa | Erika Figueiredo,7076187,102858233007015,849683211336
674,Pires,Marcos,M,1.58,UZB,28 11 1933,30584292,30584292 1 ZZ7,19 02 2031,Rúben Figueiredo | Valentina Brito,9265815,731875570516023,783981833994
675,Silva,Rúben,M,1.83,PRT,11 12 1933,37108933,37108933 8 ZZ7,02 02 2022,Daniel Castro | Irina Faria,6049916,678718116114630,179009213888
676,Cruz,Vera,F,1.84,PRT,30 11 1993,65297188,65297188 8 ZZ9,27 04 2027,Ivo Silva | Ariana Moura,4672000,557416273773605,942811332071
677,Fernandes,Flor,F,1.81,PRT,04 02 1986,24068636,24068636 2 ZZ3,18 10 2024,Martim Almeida | Andreia Paiva,9831762,192217940742320,39431710364
678,Antunes,Tomás,M,1.42,PRT,31 08 1920,2413572,02413572 0 ZZ0,05 03 2027,Lisandro Campos | Gabriela Matias,2866713,255805421125861,87978241742
679,Antunes,Luísa,F,1.44,PRT,23 07 1942,16387146,16387146 5 ZZ3,03 06 2023,Bernardo Freitas | Nicole Rocha,6065066,20637259478407,790706260517
680,Gonçalves,Brian,M,1.61,PRT,17 10 1929,37663311,37663311 6 ZZ7,08 08 2026,Henrique Melo | Daniela Nunes,877905,613074592448935,369438600329
681,Pereira,Bryan,M,1.78,PRT,13 05 1954,71829291,71829291 3 ZZ3,24 11 2023,Vasco Esteves | Matilde Gonçalves,2736665,400359156757108,562530489944
682,Fonseca,William,M,1.51,PRT,01 10 1927,34062022,34062022 3 ZZ5,10 11 2028,Santiago Lima | Melissa Amorim,2856129,628967460048846,58793252268
683,Esteves,Larissa,F,1.86,PRT,16 07 1918,1117796,01117796 6 ZZ6,25 08 2031,Luís Barros | Luísa Valente,5532610,259006257966279,70256089316
684,Simões,Íris,F,1.97,PRT,28 08 1989,59888958,59888958 1 ZZ9,11 12 2025,Tomás Borges | Mia Ribeiro,2032286,212288922345484,792087461122
685,Lima,Daniel,M,1.7,PRT,18 10 1971,61504780,61504780 3 ZZ9,20 01 2025,Enzo Neto | Luísa Coelho,3091417,894027691636514,763692368901
686,Henriques,Paulo,M,1.53,PRT,10 02 1934,86139034,86139034 1 ZZ1,27 12 2022,Gabriel Sousa | Teresa Faria,7400981,566307646874475,574279105353
687,Azevedo,Carlos,M,1.52,PRT,15 04 1953,98014672,98014672 8 ZZ2,16 04 2026,Frederico Moreira | Catarina Borges,8609041,103211887550697,320599751015
688,Monteiro,Sofia,F,1.94,PRT,24 05 1999,9251760,09251760 4 ZZ0,01 08 2023,Isaac Vaz | Bruna Oliveira,4061427,164039753530011,190275300846
689,Henriques,Tatiana,F,1.51,PRT,05 04 1962,86602006,86602006 7 ZZ5,21 06 2022,Mateus Pires | Petra Nunes,5150095,624844667588365,583353430211
690,Valente,Martim,M,1.79,PRT,09 01 1938,96697714,96697714 8 ZZ3,25 02 2023,Luís Vicente | Lia Abreu,7960305,186244330988218,674694155336
691,Leal,Afonso,M,1.97,PRT,06 02 2009,53027392,53027392 1 ZZ7,02 01 2029,Fernando Gomes | Larissa Araújo,3055721,234165889669428,963834526682
692,Rodrigues,Jaime,M,1.74,PRT,16 03 1940,27325163,27325163 8 ZZ6,04 08 2026,Enzo Araújo | Isabel Vieira,5685153,859634903088825,193946108862
693,Ramos,Edgar,M,1.68,PRT,08 06 1950,44554310,44554310 4 ZZ6,26 04 2023,Alexandre Sá | Alexandra Leal,3146975,96994047241512,505472796782
694,Vaz,Noa,M,1.68,PRT,10 03 1963,9191430,09191430 1 ZZ2,21 02 2027,Mário Cunha | Pilar Teixeira,880917,806460071119424,150673476903
695,Mota,Filipe,M,1.7,PHL,24 10 2006,88862098,88862098 8 ZZ7,23 11 2021,Filipe Henriques | Pilar Tavares,2389406,34686415797288,909307181000
696,Ramos,Mafalda,F,1.62,PRT,12 12 1988,60215201,60215201 6 ZZ0,21 03 2024,Igor Azevedo | Núria Torres,2635899,563952295751212,560256833193
697,Jesus,Juliana,F,1.33,PRT,20 12 2000,3703392,03703392 5 ZZ3,23 03 2028,Igor Simões | Sofia Assunção,2089957,489221433187533,928958741366
698,Correia,Sara,F,1.73,EGY,09 07 1989,209648,00209648 0 ZZ9,13 05 2030,Ivo Jesus | Núria Marques,6635325,96863999427322,437817537189
699,Martins,Filipe,M,1.82,PRT,15 05 1979,46562166,46562166 8 ZZ7,03 05 2030,Lisandro Brito | Isabel Nogueira,7931493,839338516605937,467232824093
700,Sá,Marta,F,1.62,PRT,11 08 1993,67836908,67836908 6 ZZ6,16 08 2023,Noa Correia | Érica Garcia,35418,463874750481203,317836271163
701,Antunes,William,M,1.87,PRT,28 06 1933,49145568,49145568 6 ZZ7,07 11 2028,Leonardo Pacheco | Nádia Henriques,7573657,881576535773483,167342784798
702,Valente,Gabriela,F,1.68,PRT,24 02 1974,58672267,58672267 5 ZZ4,11 03 2031,César Domingues | Anita Costa,6104157,917882375641361,490516292416
703,Matias,Eva,F,1.54,PRT,02 04 1955,25864641,25864641 4 ZZ6,12 07 2024,Rafael Morais | Sara Costa,7871200,644098194448592,594257482912
704,Sousa,Marco,M,1.57,PRT,10 12 1970,3335093,03335093 1 ZZ4,22 04 2023,Renato Reis | Adriana Macedo,1092036,440693947287899,815560310999
705,Barbosa,Ivo,M,1.93,PRT,22 12 1911,99145651,99145651 3 ZZ6,22 11 2024,Márcio Vaz | Carolina Mota,1882917,313699333439812,88402133125
706,Marques,Marco,M,1.51,PRT,03 09 1986,44544823,44544823 8 ZZ3,04 09 2030,Ângelo Paiva | Luísa Soares,4885741,457390633953992,610534076004
707,Anjos,Gabriela,F,1.51,PRT,17 01 1974,93766902,93766902 1 ZZ9,11 09 2023,Duarte Nunes | Beatriz Guerreiro,6297009,532688733674476,824217127186
708,Simões,Rúben,M,1.91,PRT,19 07 1990,84621592,84621592 7 ZZ5,26 04 2026,Brian Cardoso | Petra Neves,3962979,602027135756563,263103178118
709,Borges,Luna,F,1.72,PRT,23 10 1944,52373921,52373921 6 ZZ9,24 07 2024,Nelson Baptista | Erica Abreu,6049806,518876094165563,31926429290
710,Tavares,Mauro,M,1.43,PRT,25 03 1999,30048859,30048859 4 ZZ9,27 10 2026,Mauro Castro | Mafalda Barros,3161322,485046034073039,240805814582
711,Lourenço,Matias,M,1.92,PRT,23 08 1969,25287614,25287614 9 ZZ7,03 06 2027,Emanuel Nascimento | Adriana Correia,2503282,235809935248779,991159972660
712,Torres,Tiago,M,1.78,PRT,08 08 1987,98944883,98944883 4 ZZ0,23 12 2026,Rúben Ribeiro | Erika Branco,931995,786300372078198,305784874015
713,Ferreira,Ângelo,M,1.64,PRT,05 02 2001,36928043,36928043 9 ZZ4,21 09 2029,Joaquim Assunção | Erika Miranda,1267078,120835877829866,145174436006
714,Vieira,Tiago,M,1.9,ARM,16 08 1994,15893878,15893878 6 ZZ7,02 10 2021,Joel Maia | Camila Branco,8838389,97751961050717,453347440304
715,Garcia,António,M,1.8,PRT,03 07 1927,76831481,76831481 8 ZZ3,09 03 2029,Artur Paiva | Luana Fonseca,1924152,257668123891633,215537590473
716,Lopes,Filipe,M,1.77,PRT,10 02 1934,38333757,38333757 0 ZZ6,20 02 2029,William Andrade | Leonor Borges,3971394,727508595955266,513272063046
717,Soares,Jaime,M,1.82,PRT,23 12 1917,51202930,51202930 2 ZZ7,18 01 2022,Manuel Loureiro | Kyara Araújo,6958040,102527700031932,460224724735
718,Tavares,Lourenço,M,1.87,PRT,16 08 1918,5945573,05945573 0 ZZ1,05 03 2026,Lourenço Gaspar | Sara Almeida,9091666,390079199878865,859013346984
719,Ramos,Tomás,M,1.59,PRT,29 02 1964,65459093,65459093 4 ZZ3,04 06 2028,César Mendes | Andreia Castro,5703366,554057464305421,917005783531
720,Torres,Joel,M,1.91,PRT,28 04 1973,60583285,60583285 7 ZZ4,05 04 2024,Dinis Leite | Bárbara Neves,5550180,613408291841831,813059079125
721,Neto,Maria,F,1.84,PRT,03 12 1916,16019974,16019974 3 ZZ6,16 03 2025,Nelson Cardoso | Irina Leite,1911056,881860407657951,93424702320
722,Miranda,Flor,F,1.93,PRT,22 07 1969,80286593,80286593 9 ZZ3,10 05 2030,Nuno Gomes | Letícia Anjos,975068,586989202858854,28156010822
723,Ribeiro,Rodrigo,M,1.83,PRT,09 05 1937,59675019,59675019 8 ZZ4,08 07 2022,Jorge Borges | Bianca Machado,1526762,615938773117250,144285168740
724,Marques,Soraia,F,1.83,PRT,23 02 1986,80240232,80240232 1 ZZ6,16 06 2026,Diogo Coelho | Luísa Gaspar,5531178,574102990577959,84345939523
725,Machado,Débora,F,1.82,PRT,25 12 1940,87660304,87660304 7 ZZ1,10 03 2024,Tomás Mota | Kelly Coelho,3653281,998107782857319,343916104603
726,Silva,Benjamim,M,1.78,NOR,14 01 1965,40372290,40372290 3 ZZ4,21 03 2029,Ricardo Pinho | Nádia Valente,573947,518437808696250,986886164361
727,Abreu,Vicente,M,1.72,PRT,21 02 1989,95419040,95419040 4 ZZ1,24 10 2026,Manuel Cardoso | Yasmin Freitas,2220730,549014392517900,390669644359
728,Pinto,Madalena,F,1.83,LBR,23 02 1971,16141895,16141895 3 ZZ3,29 09 2024,Cláudio Fonseca | Luana Teixeira,73630,24212262030698,16230562151
729,Lopes,Brian,M,1.48,PRT,27 07 1955,42591588,42591588 0 ZZ8,22 11 2028,Frederico Monteiro | Nicole Pires,5622948,816724656924875,247373639847
730,Cardoso,Ângela,F,1.61,PRT,13 01 1970,28710105,28710105 5 ZZ5,24 09 2025,Vasco Araújo | Luna Pinho,7386468,408722840859884,773390175984
731,Vicente,Sebastião,M,1.82,PRT,14 03 1920,89369640,89369640 3 ZZ3,19 07 2027,Matias Simões | Bianca Simões,8869914,887460998743428,865153931483
732,Pinheiro,Eduarda,F,1.6,PRT,07 03 1914,52266874,52266874 6 ZZ0,17 06 2025,Bruno Torres | Naiara Gonçalves,5504994,373713032824873,684241722134
733,Mota,Sara,F,1.56,PRT,13 06 1986,76753017,76753017 9 ZZ8,21 11 2024,Márcio Neves | Amélia Matos,353682,408536025333827,433114046543
734,Anjos,Francisca,F,1.59,PRT,13 01 1935,95505801,95505801 0 ZZ1,19 11 2025,Mateus Mendes | Miriam Maia,7687022,311531224331695,178993191871
735,Vaz,Rodrigo,M,1.63,PRT,08 05 1955,4632249,04632249 4 ZZ5,01 04 2029,Isaac Batista | Constança Neto,5609577,175176533468283,723471972169
736,Fonseca,Isabel,F,1.71,PRT,16 03 1969,33538866,33538866 7 ZZ0,12 12 2022,Dinis Simões | Violeta Soares,8863531,196549993960527,933183763679
737,Jesus,Ivan,M,1.85,PRT,06 03 2010,78293287,78293287 1 ZZ6,31 10 2026,Álvaro Magalhães | Soraia Paiva,4227259,201336172313495,354962238406
738,Ferreira,Bruna,F,1.81,PRT,15 03 1949,88163477,88163477 8 ZZ5,22 10 2029,António Nunes | Yasmin Moura,5305492,110819610751785,836431274570
739,Oliveira,Micael,M,1.56,PRT,21 10 1950,95185493,95185493 2 ZZ7,25 08 2029,João Ferreira | Mariana Pinto,2657567,236867083520299,592649316101
740,Carneiro,Jaime,M,1.58,PRT,25 03 2002,27400205,27400205 0 ZZ4,09 10 2028,Denis Santos | Alice Costa,143962,710948127847087,539070176251
741,Mendes,Emanuel,M,1.74,PRT,10 12 1938,44009695,44009695 6 ZZ7,09 07 2027,César Moura | Mia Cruz,7729424,840379352779875,477513422107
742,Lourenço,Guilherme,M,1.53,PRT,10 01 1949,26025941,26025941 3 ZZ9,15 05 2026,Noah Anjos | Sofia Amorim,8599538,114214214018003,409347975348
743,Cruz,Bruno,M,1.67,PRT,23 09 1916,36575636,36575636 7 ZZ5,01 09 2026,Duarte Moreira | Íris Batista,1161703,255885308095594,176206014169
744,Magalhães,Mateus,M,1.98,PRT,13 03 1964,53645075,53645075 3 ZZ3,24 03 2022,Isaac Araújo | Eduarda Amorim,6022980,491449924708272,508685054294
745,Batista,Mara,F,1.7,RUS,09 03 1996,65006210,65006210 5 ZZ8,02 02 2026,Ismael Pinho | Anita Amaral,8508822,483313028355182,862752482324
746,Matias,Ivan,M,1.67,PRT,13 08 1946,76120488,76120488 3 ZZ1,21 12 2029,Artur Fonseca | Mélanie Amorim,3611777,630364915456362,349459628056
747,Antunes,Madalena,F,1.71,PRT,17 03 2005,87812989,87812989 6 ZZ6,19 08 2024,Ivo Mota | Daniela Domingues,3122295,389168393098991,894904502835
748,Matos,Mário,M,1.74,PRT,23 08 1926,13297905,13297905 6 ZZ7,09 12 2022,Jaime Guerreiro | Sara Ferreira,7110464,932358385126638,745073322737
749,Nascimento,Bruna,F,1.78,PRT,14 10 2010,68697630,68697630 6 ZZ3,29 08 2029,Francisco Mota | Mariana Silva,6538311,590969280307774,54696244563
750,Azevedo,Leonor,F,1.83,PRT,20 01 1991,49434104,49434104 3 ZZ2,09 03 2026,Henrique Figueiredo | Madalena Guerreiro,877402,269690331298363,675652371651
751,Baptista,Larissa,F,1.96,PRT,20 01 1974,73724942,73724942 1 ZZ0,04 02 2029,Jaime Rodrigues | Alice Coelho,2336726,900160773199293,114320339157
752,Costa,Yara,F,1.92,PRT,31 05 2006,68780909,68780909 0 ZZ0,29 06 2024,José Nogueira | Catarina Guerreiro,5045197,655713132247278,818730690766
753,Baptista,Luís,M,1.79,PRT,28 12 1984,64759100,64759100 4 ZZ1,15 06 2030,António Figueiredo | Erika Martins,9993251,228328500932987,699097651051
754,Cruz,Jorge,M,1.53,PRT,25 12 1969,82082551,82082551 0 ZZ0,31 05 2031,Ivan Monteiro | Petra Leal,9651826,770530830972227,974873139086
755,Vicente,Bryan,M,1.55,PRT,01 05 1965,86250425,86250425 7 ZZ2,08 10 2024,Duarte Costa | Patrícia Leal,626619,793051258906143,421907934732
756,Almeida,Leandro,M,1.65,ESP,28 04 1938,67563192,67563192 3 ZZ4,13 05 2023,Ivo Torres | Alexandra Abreu,5584524,495187021942653,134464657583
757,Vicente,Flor,F,1.72,PRT,28 09 1966,65977178,65977178 4 ZZ3,07 03 2029,Salvador Vaz | Mafalda Loureiro,7781211,989349943627512,44599838691
758,Campos,Lia,F,1.69,PRT,24 03 1927,64326158,64326158 1 ZZ9,13 08 2030,Emanuel Barros | Joana Lima,1360048,34656290799292,110707289898
759,Borges,Micael,M,1.59,PRT,26 04 1914,70710083,70710083 5 ZZ8,08 05 2029,Ivan Matias | Núria Castro,2815603,346892436819508,609048155870
760,Cruz,Madalena,F,1.82,PRT,22 08 1954,95583030,95583030 7 ZZ4,26 10 2024,Francisco Figueiredo | Núria Lourenço,29410,946156693360131,41670307237
761,Pinho,Diego,M,1.7,PRT,24 04 1982,8094845,08094845 1 ZZ8,20 10 2030,Emanuel Pinho | Isabela Antunes,7554679,432383557384735,656193758007
762,Pinheiro,Violeta,F,1.77,PRT,09 02 1997,12867632,12867632 4 ZZ4,19 08 2023,Ismael Lourenço | Emília Almeida,48,614757197221816,379040781818
763,Pires,Rafaela,F,1.68,PRT,07 09 1979,53777264,53777264 1 ZZ4,07 09 2029,Isaac Santos | Adriana Gaspar,2547063,766177132895059,315445734988
764,Henriques,Lara,F,1.92,PRT,07 06 1968,11718909,11718909 7 ZZ9,02 04 2031,Enzo Amorim | Melissa Vicente,207967,945810822044854,298476103528
765,Abreu,Bianca,F,1.84,PRT,03 12 1984,69883996,69883996 6 ZZ0,08 11 2025,Gil Pinho | Gabriela Rocha,1019863,341140096351801,233657255741
766,Matias,João,M,1.36,PRT,16 08 2005,8561643,08561643 9 ZZ9,04 12 2027,Frederico Abreu | Lúcia Gaspar,7188932,311321396999101,501468993619
767,Correia,Xavier,M,1.73,PRT,30 10 1972,63204495,63204495 2 ZZ8,10 10 2022,Ismael Cunha | Júlia Matias,1239457,669331345921369,509489678149
768,Alves,Kévim,M,1.77,PRT,02 08 1920,16961472,16961472 7 ZZ9,13 10 2029,Santiago Silva | Mélanie Miranda,7598000,18593116020593,862559867174
769,Vicente,Gil,M,1.71,PRT,24 09 1996,98831885,98831885 7 ZZ9,13 05 2031,Santiago Carvalho | Luísa Loureiro,5367470,421803168620587,166388248937
770,Melo,Kyara,F,1.95,PRT,02 05 1976,22637477,22637477 7 ZZ8,23 02 2024,Luís Pacheco | Constança Miranda,8374440,164818368273776,990755459458
771,Soares,Ismael,M,1.68,PRT,03 07 1995,28439981,28439981 3 ZZ5,29 11 2022,Ângelo Antunes | Mara Pires,6544815,453258978631224,752580819649
772,Ribeiro,Vítor,M,1.74,MMR,08 03 1992,84315080,84315080 3 ZZ5,05 06 2031,Xavier Machado | Iara Pinho,8492214,894345415504931,135429861393
773,Lopes,Valentim,M,1.52,PRT,31 07 1947,77491840,77491840 0 ZZ7,26 08 2029,David Paiva | Vitória Batista,3665384,110905844951076,281197868242
774,Matias,Joel,M,1.68,PRT,09 04 1940,41498639,41498639 9 ZZ0,30 07 2024,Edgar Pinto | Alice Leite,8886545,543787745231673,890306329375
775,Anjos,Camila,F,1.58,PRT,25 07 1998,63750348,63750348 9 ZZ4,23 03 2025,Vítor Azevedo | Vera Melo,9832056,87786843043657,130671093733
776,Ramos,Gabriel,M,1.6,PRT,24 09 1937,38286755,38286755 2 ZZ2,31 08 2027,Jaime Batista | Luna Loureiro,4617110,862846557254573,515174162147
777,Jesus,Vasco,M,2.06,PRT,30 10 1973,74647271,74647271 1 ZZ6,04 12 2024,Joel Henriques | Laura Alves,1506960,885418586466222,990475036020
778,Correia,Márcio,M,1.81,ARM,04 10 1961,1332086,01332086 0 ZZ1,09 04 2023,Nuno Vicente | Letícia Rocha,4193105,931956211304628,206801913570
779,Loureiro,Noah,M,1.71,PRT,17 11 1943,48997051,48997051 6 ZZ4,20 05 2022,Micael Pinho | Laura Nunes,514813,611687800891432,849740409321
780,Monteiro,Nair,F,1.7,ITA,24 08 1932,20746963,20746963 2 ZZ4,04 01 2027,Lucas Pinto | Mafalda Teixeira,6941157,474322680183876,376262399711
781,Santos,Luca,M,1.61,PRT,20 11 1971,4525768,04525768 0 ZZ8,02 09 2024,Noah Barros | Leonor Amorim,2246822,586893113939774,673659831996
782,Matias,Erika,F,2.08,PRT,19 02 1943,48638706,48638706 9 ZZ5,31 12 2029,Martim Vieira | Emma Sousa,9212970,637112763497968,519714469246
783,Barros,Ismael,M,1.76,PRT,25 12 1936,40641205,40641205 0 ZZ1,25 08 2029,Carlos Sousa | Raquel Antunes,6530317,945271125429812,252566415006
784,Ramos,Samuel,M,1.49,PRT,14 01 1932,51076683,51076683 9 ZZ9,25 12 2025,Bruno Melo | Ângela Moreira,3573551,569718071883225,122410850601
785,Neto,Vitória,F,1.68,PRT,24 08 2003,73576034,73576034 0 ZZ1,01 07 2023,Mário Teixeira | Larissa Macedo,4845766,101410372376610,302343627523
786,Nascimento,Ivo,M,1.79,PRT,22 08 1957,25389912,25389912 6 ZZ5,22 06 2030,Frederico Vieira | Petra Soares,2702683,694932619143565,193831698335
787,Vicente,Bruno,M,1.65,PRT,06 11 1957,25010448,25010448 9 ZZ3,02 11 2029,Guilherme Andrade | Mariana Cunha,216088,928577963623390,392271148774
788,Monteiro,Ema,F,1.8,PRT,08 03 1929,15936871,15936871 7 ZZ5,01 02 2031,Mateus Branco | Constança Martins,870901,367848093496519,80564381437
789,Anjos,Cristiano,M,1.4,PRT,11 03 1930,8577322,08577322 4 ZZ1,20 08 2031,Simão Nascimento | Rita Domingues,1525423,897593054471424,618711911101
790,Melo,Lucas,M,1.77,PRT,14 04 1929,10962798,10962798 8 ZZ2,31 01 2024,Ângelo Ferreira | Adriana Garcia,8882502,992007621696495,368198422941
791,Faria,Margarida,F,1.56,PRT,03 08 1997,34954403,34954403 0 ZZ5,27 07 2031,Noa Esteves | Érica Cardoso,6713985,30324708418180,679440522166
792,Faria,Mariana,F,1.49,ECU,17 10 1956,33493245,33493245 1 ZZ1,22 08 2027,Benjamim Alves | Érica Azevedo,2001968,29766500949059,232388607797
793,Matias,Miguel,M,1.54,PRT,22 10 1929,43565995,43565995 7 ZZ0,04 01 2025,Igor Freitas | Bianca Esteves,5184275,892429499611302,743227727210
794,Anjos,António,M,1.93,PRT,09 05 1940,3770449,03770449 1 ZZ1,20 09 2027,Hugo Fernandes | Lorena Valente,7486221,71896468377857,90244376894
795,Mendes,Petra,F,1.63,PRT,30 01 1937,75111384,75111384 6 ZZ0,02 11 2021,Jorge Correia | Gabriela Loureiro,7899491,36867510410443,594899840620
796,Sousa,Júlia,F,1.66,PRT,02 04 1977,70706777,70706777 2 ZZ0,09 03 2024,Tiago Vicente | Mélanie Borges,9697537,830567428210882,476351799590
797,Soares,Bernardo,M,1.67,PRT,04 01 1996,99346502,99346502 1 ZZ7,10 12 2024,César Moura | Yasmin Barros,6912486,656195959817465,245041027022
798,Azevedo,Constança,F,1.79,PRT,27 02 1941,54777985,54777985 4 ZZ0,24 08 2027,Cláudio Carneiro | Juliana Domingues,1859785,479555784082572,443189385836
799,Faria,André,M,1.81,PRT,22 10 1947,21991063,21991063 5 ZZ8,02 12 2029,Frederico Lourenço | Isabel Pinheiro,6440632,40192014665766,659741281881
800,Pinheiro,Fernando,M,1.72,PRT,08 07 1922,41640611,41640611 3 ZZ1,15 08 2025,Luís Santos | Madalena Fernandes,2942526,104654256614517,384081575341
801,Pires,Inês,F,1.53,PRT,22 06 1960,94955616,94955616 8 ZZ9,06 08 2025,Sandro Neto | Vera Guerreiro,6641368,368248494087092,196632883140
802,Simões,Jorge,M,1.85,IRQ,31 07 1927,15927198,15927198 2 ZZ2,03 03 2026,Francisco Paiva | Soraia Marques,1222943,266613155808881,509426899963
803,Anjos,Erica,F,1.98,PRT,12 09 1988,64759159,64759159 2 ZZ9,30 08 2026,Manuel Vieira | Larissa Gonçalves,113717,509103493257672,446299153992
804,Assunção,Mafalda,F,1.71,PRT,17 02 1973,39054217,39054217 9 ZZ7,08 06 2029,Kévim Reis | Alícia Barbosa,536195,264202535142191,672894981993
805,Vieira,Carlota,F,1.53,PRT,23 11 1952,66362534,66362534 8 ZZ3,02 09 2022,David Baptista | Violeta Gonçalves,9880013,845801311021840,371023289640
806,Matos,Gabriela,F,1.81,PRT,24 02 1995,30233932,30233932 6 ZZ1,12 05 2025,Lucas Moura | Catarina Santos,8379941,306999601470258,442365921508
807,Lima,Miriam,F,1.66,MDG,05 03 1912,27384492,27384492 7 ZZ8,17 04 2023,Noah Campos | Clara Neves,1133328,650842292725067,219371558336
808,Nogueira,Luísa,F,1.67,PRT,22 11 2003,68014122,68014122 6 ZZ8,10 05 2027,Ângelo Loureiro | Clara Gonçalves,9893996,169882713078680,814687051237
809,Jesus,Daniel,M,2.04,PRT,03 02 1913,83788331,83788331 0 ZZ9,30 07 2022,Fernando Moura | Laura Rodrigues,6054944,778231688265348,350098354289
810,Soares,Alexandra,F,1.82,PRT,30 12 1938,25143747,25143747 0 ZZ5,07 02 2030,Hugo Valente | Isabela Alves,3877351,129129679733546,160082511682
811,Almeida,Íris,F,1.59,PRT,24 11 1946,88132842,88132842 1 ZZ9,22 03 2028,Denis Reis | Vitória Lopes,9812547,622091425463122,5450133824
812,Oliveira,Mélanie,F,1.69,PRT,25 01 1969,12902760,12902760 8 ZZ6,24 02 2027,Vicente Guerreiro | Nair Campos,5437895,96149637848834,344008498539
813,Lopes,Violeta,F,1.35,PRT,06 08 1956,86391259,86391259 6 ZZ5,25 03 2024,Bernardo Coelho | Luna Leal,1368596,616231881186366,913067724632
814,Mendes,Edgar,M,1.83,PRT,13 05 2005,8608788,08608788 3 ZZ2,16 07 2024,Fábio Pereira | Rita Barbosa,8401033,134488634658924,655467531670
815,Almeida,Bruna,F,1.61,PRT,09 04 1990,19097587,19097587 9 ZZ0,22 02 2029,César Valente | Alícia Costa,1611975,866161306484583,293327449421
816,Mendes,Noah,M,1.73,PRT,15 01 1939,13110987,13110987 1 ZZ9,27 12 2030,Ismael Antunes | Leonor Soares,980125,501125882972912,149277583329
817,Loureiro,Nuno,M,1.64,PRT,19 03 1921,83319183,83319183 6 ZZ2,14 05 2023,Tiago Marques | Margarida Batista,8489843,94826810564098,728194119796
818,Santos,Kévim,M,1.52,PRT,20 03 1978,2297608,02297608 6 ZZ1,19 08 2029,Tomás Monteiro | Valentina Valente,309783,212089350792010,287141290007
819,Rocha,Mário,M,1.93,PRT,23 05 1911,97869539,97869539 9 ZZ6,14 07 2025,Nelson Teixeira | Madalena Campos,485225,729315835838797,261196816799
820,Macedo,Miguel,M,1.64,PRT,13 03 1968,26669720,26669720 5 ZZ0,17 10 2021,Gil Loureiro | Naiara Machado,4559897,309358006431359,469598859423
821,Araújo,Marcos,M,1.68,PRT,13 04 1938,8441718,08441718 9 ZZ1,12 10 2024,Bryan Abreu | Marta Cunha,9006939,53237755126329,264182993511
822,Amorim,Nair,F,1.83,PRT,18 01 2010,86476051,86476051 3 ZZ4,04 09 2022,José Tavares | Ana Nunes,5270818,689677667043069,216100333318
823,Martins,Nádia,F,2.09,PRT,19 08 1946,88062608,88062608 8 ZZ2,15 10 2030,Daniel Ribeiro | Letícia Paiva,5972109,143730831615137,904367163531
